order_id,customer_id,order_date,order_amount_inr,category,payment_method,is_discount_used
ORD_141971,CUST_1018,2026-01-13,367.19,Beauty,Debit Card,1
ORD_310097,CUST_1018,2026-08-01,2441.57,Home & Kitchen,Debit Card,0
ORD_685289,CUST_1018,2025-06-08,707.7,Beauty,UPI,0
ORD_522355,CUST_1019,2026-02-23,472.34,Home & Kitchen,UPI,1
ORD_310545,CUST_1019,2026-05-29,6358.55,Electronics,COD,0
ORD_713375,CUST_1019,2025-06-08,3566.33,Beauty,COD,0
ORD_692131,CUST_1019,2026-06-01,330.73,Electronics,COD,1
ORD_472598,CUST_1019,2025-06-16,6887.19,Books,Debit Card,0
ORD_155426,CUST_1020,2026-05-19,244.71,Beauty,Credit Card,0
ORD_619165,CUST_1020,2025-10-11,5643.51,Beauty,UPI,0
ORD_195665,CUST_1020,2025-10-12,2058.07,Beauty,UPI,0
ORD_545358,CUST_1020,2026-05-30,1122.24,Books,COD,0
ORD_633634,CUST_1020,2025-08-15,812.42,Apparel,COD,1
ORD_316823,CUST_1020,2026-01-04,359.1,Books,Debit Card,0
ORD_696804,CUST_1021,2025-09-16,1155.96,Home & Kitchen,Debit Card,0
ORD_258588,CUST_1021,2026-02-27,368.65,Home & Kitchen,COD,0
ORD_223950,CUST_1021,2026-07-28,474.32,Beauty,COD,1
ORD_791958,CUST_1021,2026-05-09,320.32,Home & Kitchen,COD,1
ORD_949710,CUST_1021,2026-03-21,870.32,Books,Debit Card,1
ORD_811886,CUST_1022,2025-12-27,1778.03,Home & Kitchen,Debit Card,0
ORD_742650,CUST_1022,2026-05-20,1088.75,Beauty,UPI,0
ORD_226498,CUST_1022,2025-10-25,5845.43,Home & Kitchen,COD,0
ORD_346183,CUST_1022,2026-05-10,241.33,Electronics,Debit Card,1
ORD_578082,CUST_1022,2026-07-31,2002.54,Beauty,COD,1
ORD_658516,CUST_1023,2026-04-13,306.18,Electronics,Credit Card,0
ORD_237888,CUST_1023,2026-06-11,700.75,Home & Kitchen,UPI,0
ORD_591450,CUST_1023,2026-04-30,2239.15,Beauty,Debit Card,1
ORD_376993,CUST_1023,2026-05-27,801.63,Electronics,COD,0
ORD_579926,CUST_1023,2025-06-16,610.69,Electronics,COD,0
ORD_285378,CUST_1023,2026-02-22,8284.83,Apparel,UPI,0
ORD_560796,CUST_1024,2025-12-18,3805.71,Beauty,Debit Card,1
ORD_412023,CUST_1024,2025-08-04,238.2,Beauty,Credit Card,0
ORD_950478,CUST_1024,2025-06-15,1581.67,Apparel,COD,0
ORD_655083,CUST_1025,2026-08-03,5498.64,Beauty,Credit Card,0
ORD_897622,CUST_1025,2026-05-27,1258.64,Electronics,Credit Card,0
ORD_448939,CUST_1025,2026-02-17,270.09,Home & Kitchen,COD,0
ORD_211032,CUST_1025,2025-09-01,1160.75,Home & Kitchen,COD,0
ORD_969807,CUST_1025,2026-01-23,1164.5,Electronics,UPI,0
ORD_667344,CUST_1025,2026-03-29,276.15,Home & Kitchen,COD,0
ORD_867524,CUST_1026,2026-04-01,1639.84,Books,Debit Card,1
ORD_411478,CUST_1026,2025-07-11,245.18,Home & Kitchen,Credit Card,1
ORD_707564,CUST_1026,2025-10-05,681.82,Electronics,COD,0
ORD_668651,CUST_1026,2025-08-11,3772.62,Books,UPI,1
ORD_299919,CUST_1026,2026-07-22,2804.12,Beauty,Credit Card,1
ORD_475960,CUST_1026,2026-05-13,203.16,Books,Debit Card,0
ORD_880926,CUST_1027,2026-07-25,890.8,Home & Kitchen,Debit Card,0
ORD_965363,CUST_1027,2025-09-21,310.48,Apparel,Debit Card,0
ORD_423494,CUST_1027,2026-02-13,1856.52,Electronics,Credit Card,0
ORD_571249,CUST_1028,2025-07-21,3867.73,Electronics,Debit Card,1
ORD_237103,CUST_1029,2026-05-16,429.97,Electronics,UPI,0
ORD_610370,CUST_1029,2026-01-21,1198.3,Books,Debit Card,0
ORD_961396,CUST_1029,2025-08-01,1426.85,Electronics,Debit Card,1
ORD_331496,CUST_1030,2026-08-11,3167.96,Beauty,COD,1
ORD_773218,CUST_1030,2025-12-12,3123.28,Electronics,Debit Card,0
ORD_115434,CUST_1030,2025-07-18,218.58,Home & Kitchen,UPI,0
ORD_168803,CUST_1031,2026-07-26,3512.24,Electronics,Debit Card,0
ORD_345404,CUST_1031,2025-12-19,1756.94,Beauty,Debit Card,0
ORD_867454,CUST_1031,2025-10-04,1559.47,Electronics,Credit Card,1
ORD_630032,CUST_1032,2026-05-31,5564.68,Home & Kitchen,Debit Card,1
ORD_845219,CUST_1032,2025-11-01,259.67,Home & Kitchen,COD,0
ORD_832722,CUST_1032,2026-04-02,763.58,Books,Debit Card,0
ORD_808521,CUST_1032,2025-09-30,385.18,Apparel,COD,0
ORD_336527,CUST_1033,2026-03-05,1369.39,Books,UPI,0
ORD_962881,CUST_1033,2026-05-31,2352.61,Home & Kitchen,Debit Card,0
ORD_474313,CUST_1033,2026-05-20,650.31,Home & Kitchen,Credit Card,0
ORD_799309,CUST_1033,2026-06-18,672.58,Beauty,Debit Card,0
ORD_568466,CUST_1033,2026-06-20,1502.92,Books,Debit Card,0
ORD_557569,CUST_1033,2025-10-17,548.48,Books,UPI,1
ORD_943601,CUST_1033,2025-09-12,791.39,Apparel,Debit Card,0
ORD_977200,CUST_1034,2025-09-09,1374.69,Home & Kitchen,Debit Card,1
ORD_191088,CUST_1035,2025-12-01,683.96,Apparel,COD,1
ORD_690706,CUST_1035,2025-10-25,1278.94,Beauty,COD,1
ORD_565918,CUST_1035,2025-11-30,905.8,Home & Kitchen,UPI,0
ORD_364598,CUST_1035,2026-07-04,1596.18,Electronics,Debit Card,0
ORD_523602,CUST_1035,2026-08-11,6124.54,Apparel,COD,1
ORD_630430,CUST_1035,2026-01-25,1478.32,Books,Debit Card,0
ORD_804293,CUST_1036,2026-04-19,1092.18,Books,Debit Card,1
ORD_585662,CUST_1036,2025-12-25,2356.99,Books,Credit Card,1
ORD_742613,CUST_1036,2026-06-29,416.56,Books,COD,1
ORD_767304,CUST_1036,2025-10-30,2181.05,Electronics,Credit Card,0
ORD_177842,CUST_1036,2026-06-05,1894.32,Electronics,COD,0
ORD_438113,CUST_1038,2025-12-08,339.17,Electronics,Credit Card,0
ORD_410655,CUST_1038,2026-02-15,984.11,Home & Kitchen,Debit Card,0
ORD_141869,CUST_1038,2025-12-05,1490.72,Apparel,UPI,1
ORD_596762,CUST_1038,2026-05-24,734.08,Electronics,Debit Card,1
ORD_287771,CUST_1038,2025-10-22,1175.88,Apparel,Credit Card,1
ORD_556887,CUST_1038,2025-09-19,555.7,Apparel,Debit Card,0
ORD_248694,CUST_1038,2025-09-28,979.05,Home & Kitchen,Credit Card,0
ORD_609492,CUST_1038,2026-03-22,584.33,Electronics,Credit Card,1
ORD_378710,CUST_1039,2025-06-23,3225.36,Apparel,Credit Card,1
ORD_649523,CUST_1039,2025-11-07,1320.7,Apparel,COD,0
ORD_114743,CUST_1039,2026-05-01,1406.12,Beauty,UPI,1
ORD_541904,CUST_1040,2025-08-18,362.63,Electronics,Credit Card,1
ORD_937393,CUST_1040,2025-09-04,1550.2,Electronics,Debit Card,0
ORD_834983,CUST_1040,2026-07-30,824.12,Beauty,UPI,0
ORD_468266,CUST_1040,2025-09-29,869.98,Home & Kitchen,UPI,1
ORD_596043,CUST_1040,2025-09-08,3765.96,Home & Kitchen,UPI,0
ORD_599909,CUST_1040,2025-09-20,4330.85,Home & Kitchen,UPI,0
ORD_958286,CUST_1041,2025-06-23,640.01,Home & Kitchen,UPI,0
ORD_611511,CUST_1041,2026-05-30,408.2,Beauty,Debit Card,1
ORD_826728,CUST_1041,2025-06-21,1167.7,Home & Kitchen,COD,1
ORD_408112,CUST_1041,2025-09-09,1235.44,Beauty,COD,0
ORD_567835,CUST_1042,2025-06-13,1008.08,Books,COD,1
ORD_443567,CUST_1042,2025-10-15,1806.58,Home & Kitchen,Credit Card,1
ORD_806528,CUST_1042,2025-09-08,1898.94,Books,UPI,0
ORD_578356,CUST_1043,2025-06-28,2073.49,Electronics,COD,0
ORD_264074,CUST_1043,2026-01-13,1848.82,Electronics,Credit Card,1
ORD_549076,CUST_1043,2025-07-14,357.82,Apparel,Credit Card,0
ORD_873221,CUST_1043,2026-03-07,2932.7,Electronics,COD,1
ORD_357803,CUST_1044,2025-11-29,665.25,Books,Debit Card,1
ORD_756761,CUST_1044,2025-12-05,960.37,Electronics,COD,0
ORD_941675,CUST_1045,2026-03-10,1484.75,Apparel,Debit Card,0
ORD_348552,CUST_1045,2025-11-09,500.86,Books,UPI,1
ORD_811028,CUST_1046,2025-10-13,3371.11,Home & Kitchen,UPI,0
ORD_844199,CUST_1046,2026-01-11,1597.66,Books,Credit Card,0
ORD_276743,CUST_1046,2025-12-12,2057.51,Books,Credit Card,1
ORD_518184,CUST_1047,2025-09-27,2507.0,Beauty,Credit Card,1
ORD_161215,CUST_1047,2025-06-28,2450.39,Electronics,Debit Card,1
ORD_553830,CUST_1047,2026-05-28,3596.13,Electronics,Credit Card,0
ORD_296416,CUST_1048,2025-07-19,4617.42,Beauty,UPI,1
ORD_966792,CUST_1048,2025-11-21,296.33,Electronics,Credit Card,0
ORD_368083,CUST_1048,2026-05-27,1090.42,Electronics,Credit Card,0
ORD_537985,CUST_1048,2025-06-15,856.06,Apparel,UPI,1
ORD_353317,CUST_1048,2026-03-21,4160.45,Apparel,Credit Card,0
ORD_667815,CUST_1049,2026-08-02,3619.4,Beauty,UPI,0
ORD_565226,CUST_1049,2026-04-29,1323.73,Beauty,COD,1
ORD_336562,CUST_1050,2026-04-07,561.12,Apparel,Credit Card,0
ORD_297227,CUST_1050,2026-06-06,2175.84,Books,Credit Card,1
ORD_900554,CUST_1050,2026-01-31,4783.12,Apparel,Debit Card,0
ORD_501415,CUST_1050,2026-05-18,756.6,Electronics,Debit Card,1
ORD_538458,CUST_1050,2025-08-23,1448.91,Books,Credit Card,1
ORD_970820,CUST_1050,2025-08-13,2501.64,Beauty,COD,0
ORD_381854,CUST_1050,2025-11-18,270.73,Apparel,COD,0
ORD_579083,CUST_1051,2025-10-19,200.66,Beauty,UPI,0
ORD_512918,CUST_1051,2025-11-02,4846.55,Electronics,COD,0
ORD_546790,CUST_1051,2026-01-27,1713.61,Beauty,UPI,0
ORD_468226,CUST_1051,2025-09-21,1081.47,Apparel,Credit Card,1
ORD_742762,CUST_1052,2025-07-11,259.56,Apparel,UPI,0
ORD_405505,CUST_1052,2026-01-23,582.13,Beauty,UPI,1
ORD_496087,CUST_1052,2026-08-09,1036.62,Beauty,Credit Card,1
ORD_166668,CUST_1052,2025-12-05,1043.45,Apparel,COD,0
ORD_825453,CUST_1052,2025-10-10,2798.77,Beauty,Debit Card,0
ORD_594700,CUST_1052,2026-01-07,642.18,Home & Kitchen,COD,1
ORD_291387,CUST_1052,2026-04-20,724.85,Home & Kitchen,UPI,0
ORD_453646,CUST_1052,2026-03-07,2829.5,Books,COD,1
ORD_870326,CUST_1053,2026-05-31,257.44,Books,Credit Card,0
ORD_525468,CUST_1053,2026-02-04,294.94,Books,UPI,1
ORD_319526,CUST_1053,2025-09-11,744.04,Books,COD,0
ORD_138578,CUST_1053,2026-05-08,2160.36,Beauty,COD,0
ORD_982174,CUST_1053,2026-07-25,2231.59,Books,UPI,0
ORD_492573,CUST_1054,2026-06-14,11739.26,Beauty,Debit Card,0
ORD_236213,CUST_1054,2025-12-30,1372.87,Electronics,COD,0
ORD_372158,CUST_1054,2026-07-31,2053.3,Home & Kitchen,Credit Card,1
ORD_239784,CUST_1054,2025-10-17,1685.04,Electronics,UPI,1
ORD_884192,CUST_1055,2025-12-08,1266.63,Beauty,UPI,1
ORD_588535,CUST_1055,2025-12-11,1992.07,Home & Kitchen,Credit Card,1
ORD_165942,CUST_1055,2026-06-13,2158.35,Electronics,UPI,0
ORD_162021,CUST_1056,2026-02-17,1841.09,Books,Debit Card,0
ORD_229887,CUST_1057,2025-10-06,3755.85,Electronics,Debit Card,1
ORD_595010,CUST_1057,2025-08-17,2024.57,Apparel,UPI,0
ORD_713079,CUST_1057,2026-04-11,1242.99,Electronics,UPI,1
ORD_765938,CUST_1057,2025-12-10,754.06,Books,COD,1
ORD_420146,CUST_1057,2025-12-21,585.69,Home & Kitchen,Credit Card,1
ORD_746238,CUST_1057,2026-08-02,713.83,Home & Kitchen,UPI,1
ORD_923759,CUST_1058,2026-04-24,279.84,Electronics,COD,0
ORD_684010,CUST_1058,2026-06-24,853.02,Electronics,Credit Card,0
ORD_241880,CUST_1058,2026-07-17,977.6,Home & Kitchen,UPI,0
ORD_742927,CUST_1058,2025-06-19,1897.67,Home & Kitchen,Credit Card,0
ORD_501062,CUST_1058,2026-03-16,1739.72,Home & Kitchen,COD,1
ORD_676201,CUST_1059,2026-05-27,6095.95,Apparel,Credit Card,0
ORD_810672,CUST_1059,2026-04-18,5494.05,Books,COD,0
ORD_145833,CUST_1060,2025-09-06,1189.68,Apparel,COD,0
ORD_450373,CUST_1060,2025-06-22,433.13,Home & Kitchen,UPI,1
ORD_837242,CUST_1060,2025-07-11,344.88,Beauty,Debit Card,1
ORD_389134,CUST_1060,2026-04-18,666.74,Apparel,Credit Card,1
ORD_789870,CUST_1060,2026-03-10,1890.64,Electronics,COD,1
ORD_286633,CUST_1061,2026-04-05,4543.46,Home & Kitchen,COD,0
ORD_461719,CUST_1061,2026-03-05,1672.06,Electronics,UPI,0
ORD_160272,CUST_1061,2026-03-28,1511.74,Electronics,UPI,0
ORD_364064,CUST_1061,2025-10-16,963.83,Books,Credit Card,0
ORD_517567,CUST_1061,2026-02-17,5858.85,Electronics,Credit Card,0
ORD_816046,CUST_1062,2025-10-10,1054.81,Electronics,Debit Card,0
ORD_523159,CUST_1062,2026-05-14,1625.13,Electronics,UPI,0
ORD_896883,CUST_1062,2025-11-15,1791.95,Books,Debit Card,0
ORD_719955,CUST_1062,2025-07-17,244.92,Electronics,UPI,0
ORD_153053,CUST_1063,2026-04-10,1563.58,Apparel,Credit Card,1
ORD_585001,CUST_1063,2026-05-04,2652.83,Home & Kitchen,COD,1
ORD_377068,CUST_1063,2025-11-21,959.87,Electronics,Debit Card,1
ORD_582376,CUST_1064,2026-06-25,2612.05,Electronics,COD,0
ORD_453973,CUST_1064,2025-07-07,1847.0,Home & Kitchen,UPI,0
ORD_322542,CUST_1065,2025-08-31,1015.51,Home & Kitchen,Credit Card,0
ORD_188835,CUST_1065,2025-12-31,1247.64,Books,Debit Card,0
ORD_566755,CUST_1065,2025-12-24,694.92,Home & Kitchen,Credit Card,0
ORD_468760,CUST_1065,2026-06-20,4066.06,Books,COD,0
ORD_724624,CUST_1065,2025-12-19,4484.77,Apparel,Debit Card,1
ORD_102187,CUST_1066,2026-08-18,1078.61,Apparel,Debit Card,0
ORD_526044,CUST_1066,2026-04-15,319.6,Electronics,UPI,0
ORD_865791,CUST_1066,2026-06-24,793.44,Apparel,UPI,0
ORD_166197,CUST_1067,2026-07-30,3136.55,Apparel,Debit Card,1
ORD_622710,CUST_1067,2026-07-19,1067.61,Electronics,UPI,0
ORD_980214,CUST_1067,2025-10-19,2119.82,Beauty,Debit Card,0
ORD_809676,CUST_1067,2026-07-06,2224.23,Books,Credit Card,0
ORD_639243,CUST_1067,2025-06-18,728.14,Electronics,Credit Card,0
ORD_619163,CUST_1068,2025-09-23,577.24,Electronics,Credit Card,1
ORD_886086,CUST_1068,2026-02-02,619.03,Home & Kitchen,Credit Card,0
ORD_727099,CUST_1068,2025-10-30,1636.84,Books,UPI,0
ORD_498834,CUST_1069,2025-10-19,3266.42,Apparel,UPI,0
ORD_788332,CUST_1069,2025-07-18,1595.73,Books,UPI,0
ORD_869305,CUST_1069,2025-06-17,546.48,Books,Credit Card,1
ORD_261081,CUST_1069,2026-04-01,4737.5,Electronics,UPI,1
ORD_663370,CUST_1069,2025-06-25,1877.82,Home & Kitchen,Debit Card,1
ORD_912395,CUST_1070,2026-08-09,704.28,Books,Debit Card,1
ORD_218696,CUST_1070,2026-08-03,1193.47,Home & Kitchen,UPI,0
ORD_397016,CUST_1070,2026-01-18,223.44,Apparel,COD,0
ORD_151717,CUST_1070,2025-12-21,500.83,Beauty,Debit Card,0
ORD_635352,CUST_1070,2025-07-19,315.49,Apparel,UPI,1
ORD_626670,CUST_1070,2025-06-20,9007.78,Home & Kitchen,Credit Card,0
ORD_703986,CUST_1070,2025-06-03,847.38,Home & Kitchen,Debit Card,0
ORD_646298,CUST_1070,2025-07-30,2124.19,Apparel,Debit Card,1
ORD_320283,CUST_1072,2026-04-13,364.18,Electronics,COD,1
ORD_876505,CUST_1072,2026-05-23,1304.31,Apparel,COD,0
ORD_163972,CUST_1072,2025-12-28,1653.25,Books,Debit Card,0
ORD_388213,CUST_1073,2025-08-01,455.25,Apparel,UPI,1
ORD_919253,CUST_1073,2025-06-16,538.95,Home & Kitchen,UPI,0
ORD_395866,CUST_1073,2026-06-21,1029.69,Beauty,Credit Card,0
ORD_856942,CUST_1073,2026-05-02,320.14,Apparel,Credit Card,0
ORD_330233,CUST_1073,2026-03-06,1816.06,Electronics,COD,0
ORD_307352,CUST_1073,2026-01-25,1719.04,Home & Kitchen,Credit Card,0
ORD_787069,CUST_1073,2025-11-20,2822.34,Books,Credit Card,0
ORD_821818,CUST_1073,2026-05-22,2803.93,Apparel,Debit Card,1
ORD_628036,CUST_1074,2025-08-02,659.8,Books,UPI,1
ORD_564462,CUST_1074,2025-06-05,1691.54,Apparel,COD,0
ORD_690189,CUST_1074,2025-12-04,1282.94,Books,Debit Card,1
ORD_482865,CUST_1074,2026-02-13,2267.52,Electronics,Credit Card,1
ORD_921935,CUST_1074,2025-06-27,10408.63,Home & Kitchen,UPI,1
ORD_204927,CUST_1074,2025-07-31,3128.14,Books,Debit Card,0
ORD_390446,CUST_1074,2026-07-05,994.48,Electronics,Debit Card,0
ORD_357438,CUST_1075,2026-07-13,1666.22,Beauty,COD,0
ORD_791967,CUST_1075,2026-01-21,208.04,Home & Kitchen,COD,0
ORD_196393,CUST_1075,2026-05-05,1504.65,Books,UPI,1
ORD_766282,CUST_1075,2026-08-24,2043.41,Home & Kitchen,UPI,0
ORD_839538,CUST_1075,2026-05-09,4150.43,Apparel,Debit Card,1
ORD_849450,CUST_1076,2025-12-06,1884.91,Apparel,COD,1
ORD_618420,CUST_1076,2026-08-02,1240.8,Electronics,Debit Card,1
ORD_965256,CUST_1076,2025-11-29,682.97,Home & Kitchen,UPI,1
ORD_877475,CUST_1076,2025-12-10,496.5,Beauty,Credit Card,0
ORD_254542,CUST_1076,2025-12-26,2924.39,Apparel,COD,1
ORD_374336,CUST_1076,2026-06-10,482.09,Beauty,COD,1
ORD_343877,CUST_1076,2025-10-09,1728.45,Apparel,Credit Card,1
ORD_881163,CUST_1077,2026-07-29,1552.41,Beauty,COD,0
ORD_451193,CUST_1077,2026-07-19,3909.57,Beauty,COD,0
ORD_125517,CUST_1077,2026-04-14,1562.4,Books,Debit Card,1
ORD_617039,CUST_1077,2025-11-02,2205.83,Electronics,Debit Card,0
ORD_507931,CUST_1078,2026-01-17,1057.44,Beauty,UPI,1
ORD_303561,CUST_1078,2026-05-16,748.04,Home & Kitchen,Credit Card,0
ORD_528395,CUST_1078,2025-07-28,590.81,Beauty,Credit Card,0
ORD_735785,CUST_1078,2026-07-21,474.97,Books,COD,1
ORD_165149,CUST_1078,2026-03-23,382.29,Beauty,COD,0
ORD_452365,CUST_1078,2025-12-09,733.69,Beauty,Credit Card,0
ORD_347908,CUST_1079,2026-03-09,2683.41,Apparel,COD,0
ORD_773623,CUST_1079,2026-06-18,674.88,Apparel,Debit Card,0
ORD_253837,CUST_1080,2026-07-13,1667.24,Beauty,Credit Card,1
ORD_512736,CUST_1080,2026-02-02,6424.9,Apparel,UPI,1
ORD_876372,CUST_1080,2025-12-01,878.39,Books,UPI,0
ORD_416363,CUST_1080,2026-07-29,1836.87,Apparel,Debit Card,0
ORD_336500,CUST_1081,2025-08-21,1154.77,Electronics,Debit Card,0
ORD_217797,CUST_1081,2025-12-28,1809.78,Electronics,Debit Card,1
ORD_897583,CUST_1081,2026-08-13,1998.63,Home & Kitchen,UPI,0
ORD_658988,CUST_1081,2026-05-31,4737.58,Books,Credit Card,0
ORD_298303,CUST_1082,2025-12-04,428.37,Beauty,UPI,0
ORD_975931,CUST_1082,2025-10-09,502.88,Apparel,COD,0
ORD_623260,CUST_1082,2026-07-27,5456.17,Electronics,Credit Card,0
ORD_636162,CUST_1082,2026-06-29,886.85,Home & Kitchen,COD,0
ORD_744894,CUST_1082,2026-05-15,2583.91,Beauty,UPI,0
ORD_304720,CUST_1083,2026-03-03,908.68,Electronics,Credit Card,0
ORD_693792,CUST_1083,2026-07-04,533.79,Apparel,COD,1
ORD_186124,CUST_1083,2026-03-06,716.83,Home & Kitchen,Credit Card,1
ORD_547244,CUST_1083,2026-07-28,209.68,Beauty,UPI,1
ORD_182806,CUST_1083,2025-06-02,2343.33,Electronics,Credit Card,1
ORD_794879,CUST_1083,2026-01-07,2047.13,Apparel,UPI,1
ORD_575278,CUST_1084,2025-12-18,1147.6,Beauty,Debit Card,0
ORD_536607,CUST_1084,2025-11-27,689.57,Electronics,COD,1
ORD_359438,CUST_1084,2025-06-01,2584.51,Home & Kitchen,Credit Card,0
ORD_851722,CUST_1085,2026-01-18,534.42,Home & Kitchen,Debit Card,0
ORD_737790,CUST_1085,2026-02-28,555.07,Apparel,UPI,1
ORD_550983,CUST_1085,2026-07-12,4133.26,Apparel,Credit Card,0
ORD_952159,CUST_1085,2026-04-06,337.43,Electronics,Debit Card,0
ORD_254455,CUST_1085,2026-04-01,805.66,Apparel,Debit Card,0
ORD_666118,CUST_1085,2025-11-03,1564.32,Home & Kitchen,COD,0
ORD_326256,CUST_1086,2025-09-13,839.01,Beauty,Credit Card,1
ORD_327579,CUST_1086,2026-05-21,430.17,Home & Kitchen,COD,0
ORD_636785,CUST_1086,2026-03-31,2898.83,Beauty,COD,1
ORD_860177,CUST_1086,2026-06-23,531.89,Home & Kitchen,UPI,0
ORD_837463,CUST_1086,2025-08-15,678.14,Books,UPI,1
ORD_892130,CUST_1086,2026-02-05,207.56,Apparel,UPI,1
ORD_984671,CUST_1086,2026-05-26,1493.74,Home & Kitchen,COD,1
ORD_292971,CUST_1087,2025-09-13,1833.84,Apparel,Debit Card,0
ORD_380926,CUST_1087,2026-08-08,3588.75,Beauty,Debit Card,0
ORD_177525,CUST_1088,2026-08-20,1197.77,Beauty,Credit Card,1
ORD_927385,CUST_1088,2026-02-05,421.17,Electronics,UPI,0
